tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,via_tran,mot_viam,cont_res,cont_nac,cont_prod,pais_prod,pais_res,jef_migr,edad
Entrada,Ecuatorianos,2022,1,4,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ECUADOR,1,62
Entrada,Ecuatorianos,2022,8,10,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,66
Salida,Ecuatorianos,2022,12,26,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,17
Salida,Ecuatorianos,2022,3,11,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,1,42
Entrada,Ecuatorianos,2022,8,30,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,12,49
Entrada,Ecuatorianos,2022,9,16,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,23
Entrada,Ecuatorianos,2022,4,5,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,36
Salida,Ecuatorianos,2022,5,11,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,15
Salida,Ecuatorianos,2022,4,28,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,35
Entrada,Ecuatorianos,2022,11,22,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,33
Entrada,Ecuatorianos,2022,9,27,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,45
Entrada,Ecuatorianos,2022,8,30,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,50
Entrada,Ecuatorianos,2022,9,4,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,26
Entrada,Ecuatorianos,2022,9,29,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,0
Entrada,Ecuatorianos,2022,8,4,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ECUADOR,1,26
Salida,Ecuatorianos,2022,5,2,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,25
Entrada,Ecuatorianos,2022,10,14,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,MEXICO MEXICO,ECUADOR,1,22
Salida,Ecuatorianos,2022,2,8,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ARGENTINA,ECUADOR,12,20
Salida,Ecuatorianos,2022,5,4,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,29
Salida,Ecuatorianos,2022,12,29,Hombre,ECUADOR,Vía Terrestre,Otros,América,América,América,PERU PERU,ECUADOR,9,30
Salida,Ecuatorianos,2022,9,22,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,38
Salida,Ecuatorianos,2022,3,19,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,Europa,ESPAÑA,ECUADOR,12,49
Salida,Ecuatorianos,2022,9,29,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,83
Entrada,Ecuatorianos,2022,5,30,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ARGENTINA,ECUADOR,12,28
Salida,Ecuatorianos,2022,12,28,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,45
Salida,Ecuatorianos,2022,4,1,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,MEXICO MEXICO,MEXICO MEXICO,1,38
Salida,Ecuatorianos,2022,8,4,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,55
Salida,Ecuatorianos,2022,5,23,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,CANADA,CANADA,12,54
Entrada,Ecuatorianos,2022,8,21,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,Europa,PAISES BAJOS ( ISLA CURAZAO; HOLANDA; ZELANDA) NETHERLANDS,ECUADOR,1,78
Salida,Ecuatorianos,2022,12,10,Mujer,ECUADOR,Vía Aérea,Residencia,Europa,América,Europa,ESPAÑA,ESPAÑA,12,59
Entrada,Ecuatorianos,2022,4,25,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,1,38
Entrada,Ecuatorianos,2022,12,20,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,1,27
Salida,Ecuatorianos,2022,7,2,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,53
Salida,Ecuatorianos,2022,9,1,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,5
Salida,Ecuatorianos,2022,10,20,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,1,39
Salida,Ecuatorianos,2022,5,20,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,27
Entrada,Ecuatorianos,2022,9,10,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,PANAMA PANAMA,ECUADOR,12,26
Entrada,Ecuatorianos,2022,9,17,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,27
Entrada,Ecuatorianos,2022,8,30,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,50
Entrada,Ecuatorianos,2022,5,15,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,1,35
Salida,Ecuatorianos,2022,3,18,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ARGENTINA,ECUADOR,1,46
Salida,Ecuatorianos,2022,9,21,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,37
Salida,Ecuatorianos,2022,11,16,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,19,34
Salida,Ecuatorianos,2022,8,24,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,BRASIL BRAZIL,ECUADOR,1,27
Entrada,Ecuatorianos,2022,2,6,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,57
Salida,Ecuatorianos,2022,11,5,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,43
Salida,Ecuatorianos,2022,3,25,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,47
Entrada,Ecuatorianos,2022,5,18,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,44
Salida,Ecuatorianos,2022,10,17,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PERU PERU,ECUADOR,12,39
Salida,Ecuatorianos,2022,8,11,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,18,56
Salida,Ecuatorianos,2022,5,6,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,19,42
Salida,Ecuatorianos,2022,2,18,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,24
Salida,Ecuatorianos,2022,8,27,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,47
Salida,Ecuatorianos,2022,6,12,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,17
Salida,Ecuatorianos,2022,8,12,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,70
Entrada,Ecuatorianos,2022,3,4,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,26
Salida,Ecuatorianos,2022,10,14,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,42
Salida,Ecuatorianos,2022,10,27,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,Europa,FRANCIA,ECUADOR,12,43
Salida,Ecuatorianos,2022,4,1,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,35
Salida,Ecuatorianos,2022,4,8,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,18
Entrada,Ecuatorianos,2022,8,23,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,20
Salida,Ecuatorianos,2022,3,9,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,18
Salida,Ecuatorianos,2022,5,24,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,46
Entrada,Ecuatorianos,2022,7,30,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,CHILE,ECUADOR,12,37
Entrada,Ecuatorianos,2022,12,12,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,61
Salida,Ecuatorianos,2022,6,1,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,6
Entrada,Ecuatorianos,2022,10,4,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,17
Entrada,Ecuatorianos,2022,11,5,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,17
Entrada,Ecuatorianos,2022,12,13,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,PERU PERU,ECUADOR,1,32
Salida,Ecuatorianos,2022,8,21,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,20
Entrada,Ecuatorianos,2022,5,9,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,5
Salida,Ecuatorianos,2022,3,29,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,68
Salida,Ecuatorianos,2022,3,30,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,55
Entrada,Ecuatorianos,2022,4,19,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,38
Entrada,Ecuatorianos,2022,2,1,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,32
Entrada,Ecuatorianos,2022,7,1,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,PANAMA PANAMA,PANAMA PANAMA,12,47
Entrada,Ecuatorianos,2022,8,8,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,1,34
Salida,Ecuatorianos,2022,1,20,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,Europa,"REINO UNIDO (de GRAN BRETAÑA: ESCOCIA; GALES, INGLATERRA E IRLANDA DEL NORTE) UK",ECUADOR,1,27
Entrada,Ecuatorianos,2022,9,30,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,1,36
Salida,Ecuatorianos,2022,4,7,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ARGENTINA,ECUADOR,12,59
Entrada,Ecuatorianos,2022,10,12,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,65
Salida,Ecuatorianos,2022,10,7,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,26
Salida,Ecuatorianos,2022,7,20,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,16
Salida,Ecuatorianos,2022,12,7,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,66
Salida,Ecuatorianos,2022,10,1,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,29
Entrada,Ecuatorianos,2022,10,10,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ESTADOS UNIDOS USA,9,57
Entrada,Ecuatorianos,2022,12,11,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,32
Salida,Ecuatorianos,2022,8,14,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,2
Entrada,Ecuatorianos,2022,9,12,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,43
Salida,Ecuatorianos,2022,10,12,Mujer,ECUADOR,Vía Aérea,Estudios,América,América,América,ARGENTINA,ARGENTINA,1,26
Salida,Ecuatorianos,2022,8,22,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,39
Salida,Ecuatorianos,2022,11,25,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,43
Entrada,Ecuatorianos,2022,12,19,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,REPUBLICA DOMINICANA DOMINICAN RP,1,55
Salida,Ecuatorianos,2022,11,3,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,1,7
Entrada,Ecuatorianos,2022,6,20,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,19,21
Entrada,Ecuatorianos,2022,5,9,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,1,44
Salida,Ecuatorianos,2022,3,11,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,23
Salida,Ecuatorianos,2022,11,15,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,48
Salida,Ecuatorianos,2022,1,28,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,CHILE,ECUADOR,12,23
Salida,Ecuatorianos,2022,11,24,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,NICARAGUA NICARAGUA,ECUADOR,1,29
Entrada,Ecuatorianos,2022,3,20,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,2
Salida,Ecuatorianos,2022,12,23,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,10,29
Salida,Ecuatorianos,2022,11,8,Mujer,ECUADOR,Vía Aérea,Eventos,América,América,América,COSTA RICA,ECUADOR,1,45
Salida,Ecuatorianos,2022,12,4,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,NICARAGUA NICARAGUA,ECUADOR,1,17
Salida,Ecuatorianos,2022,5,3,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,37
Entrada,Ecuatorianos,2022,9,27,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,6
Salida,Ecuatorianos,2022,12,5,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,34
Salida,Ecuatorianos,2022,10,29,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,Europa,"REINO UNIDO (de GRAN BRETAÑA: ESCOCIA; GALES, INGLATERRA E IRLANDA DEL NORTE) UK",ECUADOR,12,34
Entrada,Ecuatorianos,2022,9,4,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,56
Salida,Ecuatorianos,2022,5,9,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,Europa,ESPAÑA,ECUADOR,12,65
Salida,Ecuatorianos,2022,12,7,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,Europa,ESPAÑA,ECUADOR,12,32
Salida,Ecuatorianos,2022,10,13,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,55
Entrada,Ecuatorianos,2022,10,2,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,27
Salida,Ecuatorianos,2022,10,5,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,50
Salida,Ecuatorianos,2022,4,17,Mujer,ECUADOR,Vía Aérea,Turismo,Europa,América,América,ESTADOS UNIDOS USA,ESPAÑA,12,9
Entrada,Ecuatorianos,2022,7,31,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,1,28
Entrada,Ecuatorianos,2022,4,22,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,1,26
Salida,Ecuatorianos,2022,3,18,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,1,33
Salida,Ecuatorianos,2022,4,15,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,35
Entrada,Ecuatorianos,2022,8,8,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,18,38
Entrada,Ecuatorianos,2022,11,21,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,63
Entrada,Ecuatorianos,2022,12,15,Mujer,ECUADOR,Vía Aérea,Residencia,Europa,América,Europa,ESPAÑA,ESPAÑA,12,63
Salida,Ecuatorianos,2022,5,15,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,55
Salida,Ecuatorianos,2022,6,16,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,BRASIL BRAZIL,ECUADOR,1,24
Entrada,Ecuatorianos,2022,3,18,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,26
Entrada,Ecuatorianos,2022,5,16,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,1,64
Entrada,Ecuatorianos,2022,8,4,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,7
Salida,Ecuatorianos,2022,11,22,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,1,31
Salida,Ecuatorianos,2022,10,13,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,CHILE,ECUADOR,12,30
Salida,Ecuatorianos,2022,11,6,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,29
Salida,Ecuatorianos,2022,2,15,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ECUADOR,1,22
Salida,Ecuatorianos,2022,7,31,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,15
Salida,Ecuatorianos,2022,4,29,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,27
Entrada,Ecuatorianos,2022,5,27,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,1,27
Entrada,Ecuatorianos,2022,6,18,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,12,37
Salida,Ecuatorianos,2022,12,12,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,0
Entrada,Ecuatorianos,2022,12,31,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,25,46
Salida,Ecuatorianos,2022,3,16,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COSTA RICA,ECUADOR,12,54
Entrada,Ecuatorianos,2022,3,7,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,25
Salida,Ecuatorianos,2022,11,16,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PERU PERU,ECUADOR,1,43
Entrada,Ecuatorianos,2022,5,9,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,23
Salida,Ecuatorianos,2022,10,20,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,41
Salida,Ecuatorianos,2022,8,13,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,39
Salida,Ecuatorianos,2022,6,20,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,61
Salida,Ecuatorianos,2022,10,12,Hombre,ECUADOR,Vía Aérea,Tripulación,América,América,América,CHILE,ECUADOR,12,28
Salida,Ecuatorianos,2022,8,4,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,39
Salida,Ecuatorianos,2022,5,9,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PERU PERU,ECUADOR,1,42
Entrada,Ecuatorianos,2022,2,28,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,34
Entrada,Ecuatorianos,2022,8,5,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,33
Salida,Ecuatorianos,2022,5,21,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,33
Salida,Ecuatorianos,2022,6,8,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,CHILE,CHILE,12,23
Salida,Ecuatorianos,2022,3,16,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,12,45
Entrada,Ecuatorianos,2022,5,18,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,63
Salida,Ecuatorianos,2022,2,11,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,47
Salida,Ecuatorianos,2022,8,21,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,5
Salida,Ecuatorianos,2022,5,30,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ARGENTINA,ECUADOR,12,46
Entrada,Ecuatorianos,2022,5,26,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,66
Salida,Ecuatorianos,2022,9,16,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,37
Salida,Ecuatorianos,2022,11,22,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ESTADOS UNIDOS USA,12,58
Salida,Ecuatorianos,2022,4,9,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,Europa,ITALIA ITALY,ECUADOR,1,30
Salida,Ecuatorianos,2022,4,6,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,42
Salida,Ecuatorianos,2022,3,3,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,34
Entrada,Ecuatorianos,2022,4,6,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,12,63
Entrada,Ecuatorianos,2022,8,16,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,PERU PERU,ECUADOR,12,80
Salida,Ecuatorianos,2022,11,26,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,5
Salida,Ecuatorianos,2022,8,12,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,29
Salida,Ecuatorianos,2022,10,16,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,NICARAGUA NICARAGUA,ECUADOR,12,46
Salida,Ecuatorianos,2022,11,7,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,59
Salida,Ecuatorianos,2022,9,21,Hombre,ECUADOR,Vía Aérea,Otros,América,América,América,COLOMBIA,ECUADOR,1,47
Salida,Ecuatorianos,2022,2,24,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,52
Salida,Ecuatorianos,2022,7,18,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,73
Salida,Ecuatorianos,2022,5,25,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,62
Salida,Ecuatorianos,2022,3,22,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,39
Salida,Ecuatorianos,2022,4,19,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,4
Salida,Ecuatorianos,2022,10,29,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,10
Salida,Ecuatorianos,2022,5,11,Hombre,ECUADOR,Vía Aérea,Residencia,Europa,América,Europa,ITALIA ITALY,ITALIA ITALY,12,39
Entrada,Ecuatorianos,2022,11,15,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,37
Salida,Ecuatorianos,2022,12,4,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,19
Entrada,Ecuatorianos,2022,12,24,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ECUADOR,1,19
Salida,Ecuatorianos,2022,9,14,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,MEXICO MEXICO,ECUADOR,12,37
Salida,Ecuatorianos,2022,10,4,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,30
Entrada,Ecuatorianos,2022,6,6,Mujer,ECUADOR,Vía Aérea,Residencia,Europa,América,Europa,ITALIA ITALY,ITALIA ITALY,12,63
Entrada,Ecuatorianos,2022,8,25,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,BRASIL BRAZIL,ECUADOR,12,67
Salida,Ecuatorianos,2022,5,27,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,61
